Year,District,Total cases,Total deaths
2019,Prakasam,60,0
2019,SPSR Nellore,34,0
2019,Srikakulam,125,0
2019,Visakhapatanam,1121,0
2019,Vizianagaram,124,0
2019,West Godavari,145,0
2019,Y.S.R.,87,0
2019,Anjaw,0,0
2019,Changlang,11,0
2019,Dibang Valley,0,0
2019,East Kameng,17,0
2019,East Siang,13,0
2019,Kra Daadi,0,0
2019,Kurung Kumey,0,0
2019,Lohit,3,0
2019,Longding,3,0
2019,Lower Dibang Valley,2,0
2019,Lower Siang,0,0
2019,Lower Subansiri,2,0
2019,Namsai,10,0
2019,Papum Pare,6,0
2019,Siang,4,0
2019,Tawang,0,0
2019,Tirap,10,0
2019,Upper Siang,0,0
2019,Upper Subansiri,47,0
2019,West Kameng,8,0
2019,West Siang,3,0
2019,Baksa,10,0
2019,Barpeta,12,1
2019,Bongaigaon,11,0
2019,Cachar,33,0
2019,Chirang,88,0
2019,Darrang,10,0
2019,Dhemaji,5,0
2019,Dhubri,24,0
2019,Dibrugarh,7,0
2019,Dima Hasao,64,0
2019,Goalpara,58,0
2019,Golaghat,4,0
2019,Hailakandi,4,0
2019,Jorhat,7,0
2019,Kamrup,12,0
2019,Kamrup Metro,8,0
2019,Karbi Anglong,95,0
2019,Karimganj,56,2
2019,Kokrajhar,447,1
2019,Lakhimpur,0,0
2019,Marigaon,14,0
2019,Nagaon,40,0
2019,Nalbari,4,0
2019,Sivasagar,3,0
2019,Sonitpur,24,0
2019,Tinsukia,4,0
2019,Udalguri,415,0
2019,Araria,18,0
2019,Arwal,6,0
2019,Aurangabad,40,0
2019,Banka,13,0
2019,Begusarai,15,0
2019,Bhagalpur,28,0
2019,Bhojpur,13,0
2019,Buxar,26,0
2019,Darbhanga,0,0
2019,Gaya,67,0
2019,Gopalganj,19,0
2019,Jamui,351,0
2019,Jehanabad,18,0
2019,Kaimur (Bhabua),148,0
2019,Katihar,35,0
2019,Khagaria,7,0
2019,Kishanganj,36,0
2019,Lakhisarai,44,0
2019,Madhepura,35,0
2019,Madhubani,126,0
2019,Munger,79,0
2019,Muzaffarpur,4,0
2019,Nalanda,4,0
2019,Nawada,210,0
2019,Pashchim Champaran,5,0
2019,Patna,8,0
2019,Purbi Champaran,19,0
2019,Purnia,87,0
2019,Rohtas,45,0
2019,Saharsa,11,0
2019,Samastipur,40,0
2019,Saran,9,0
2019,Sheikhpura,2,0
2019,Sheohar,0,0
2019,Sitamarhi,1,0
2019,Siwan,0,0
2019,Supaul,4,0
2019,Vaishali,35,0
2019,Chandigarh,22,0
2019,Balod,287,0
2019,Baloda Bazar,129,0
2019,Balrampur,2534,0
2019,Bastar,6868,5
2019,Bemetara,27,0
2019,Bijapur,12144,4
2019,Bilaspur,938,0
2019,Dantewada,9027,13
2019,Dhamtari,573,0
2019,Durg,347,0
2019,Gariyaband,875,0
2019,Janjgir-Champa,191,0
2019,Jashpur,3064,0
2019,Kabirdham,461,0
2019,Kanker,2748,0
2019,Kondagaon,2446,3
2019,Korba,1524,0
2019,Korea,450,0
2019,Mahasamund,142,0
2019,Mungeli,66,0
2019,Narayanpur,4294,1
2019,Raigarh,824,0
2019,Raipur,26,0
2019,RajnandGaon,841,0
2019,Sukma,8376,5
2019,Surajpur,648,0
2019,Surguja,608,0
2019,"Dadra And Nagar
Haveli",73,0
2019,Daman,8,0
2019,Diu,0,0
2019,New Delhi,713,0
2019,North Goa,205,0
2019,South Goa,67,0
2019,Ahmadabad,58,0
2019,Ahmadabad MC#,4306,1
2019,Amreli,236,0
2019,Anand,68,0
2019,Arvalli,53,0
2019,Banas kantha,340,0
2019,Bharuch,188,0
2019,Bhavnagar,75,0
2019,Bhavnagar MC#,44,0
2019,Botad,31,0
2019,Chhotaudepur,181,0
2019,Dang,34,0
2019,Devbhumi Dwarka,48,0
2019,Dohad,361,0
2019,Gandhinagar,126,0
2019,Gandhinagar MC#,161,0
2019,Gir Somnath,159,0
2019,Jamnagar,82,0
2019,Jamnagar MC#,16,0
2019,Junagadh,278,0
2019,Junagadh MC#,11,0
2019,Kachchh,533,0
2019,Kheda,76,0
2019,Mahesana,121,0
2019,Mahisagar,89,0
2019,Morbi,224,0
2019,Narmada,63,0
2019,Navsari,88,0
2019,Panch Mahals,197,0
2019,Patan,156,0
2019,Porbandar,45,0
2019,Rajkot,106,0
2019,Rajkot MC#,98,0
2019,Sabar kantha,230,0
2019,Surat,217,0
2019,Surat MC#,3657,0
2019,Surendranagar,535,0
2019,Tapi,63,0
2019,Vadodara,75,0
2019,Vadodara MC#,400,0
2019,Valsad,54,0
2019,Ambala,7,0
2019,Bhiwani,4,0
2019,Charki Dadri,13,0
2019,Faridabad,67,0
2019,Fatehabad,5,0
2019,Gurugram,15,0
2019,Hisar,46,0
2019,Jhajjar,45,0
2019,Jind,3,0
2019,Kaithal,0,0
2019,Karnal,1,0
2019,Kurukshetra,9,0
2019,Mahendragarh,1,0
2019,Nuh,942,0
2019,Palwal,182,0
2019,Panchkula,47,0
2019,Panipat,13,0
2019,Rewari,8,0
2019,Rohtak,13,0
2019,Sirsa,48,0
2019,Sonipat,7,0
2019,Yamunanagar,21,0
2019,Bilaspur,6,0
2019,Chamba,0,0
2019,Hamirpur,73,0
2019,Kangra,2,0
2019,Kullu,2,0
2019,Mandi,4,0
2019,Shimla,0,0
2019,Sirmaur,19,0
2019,Solan,3,0
2019,Una,0,0
2019,Baramulla,0,0
2019,Doda,1,0
2019,Jammu,11,0
2019,Kathua,23,0
2019,Kishtwar,0,0
2019,Poonch,17,0
2019,Rajouri,22,0
2019,Ramban,1,0
2019,Reasi,5,0
2019,Samba,2,0
2019,Udhampur,7,0
2019,UMCP Jammu#,16,0
2019,Bokaro,215,0
2019,Chatra,885,0
2019,Deoghar,13,0
2019,Dhanbad,28,0
2019,Dumka,103,0
2019,East Singhbum,2464,1
2019,Garhwa,2814,0
2019,Giridih,2638,0
2019,Godda,572,0
2019,Gumla,808,0
2019,Hazaribagh,1412,0
2019,Jamtara,12,0
2019,Khunti,1470,0
2019,Koderma,342,0
2019,Latehar,4738,0
2019,Lohardaga,273,0
2019,Pakur,299,0
2019,Palamu,1737,0
2019,Ramgarh,365,0
2019,Ranchi,347,0
2019,Sahebganj,611,0
2019,Saraikela Kharsawan,1075,0
2019,Simdega,594,0
2019,West Singhbhum,13318,1
2019,A.M.U. Almatti#,1,0
2019,A.M.U. B. Gudi#,0,0
2019,A.M.U. Kembhavi#,0,0
2019,Bagalkote,41,0
2019,Ballari,17,0
2019,BBMP#,37,0
2019,Belagavi,18,0
2019,Bengaluru Rural,5,0
2019,Bengaluru Urban,4,0
2019,Bidar,16,0
2019,Chamarajanagara,1,0
2019,ChikkaBallaPura,12,0
2019,Chikkamagaluru,9,0
2019,Chitradurga,9,0
2019,Dakshina Kannada,2797,0
2019,Davangere,8,0
2019,Dharwad,17,0
2019,Gadag,62,0
2019,Hassan,32,0
2019,Haveri,12,0
2019,Kalaburagi,43,0
2019,Kodagu,0,0
2019,Kolar,1,0
2019,Koppal,15,0
2019,Mandya,1,0
2019,Mysuru,0,0
2019,Raichur,25,0
2019,Ramanagara,5,0
2019,Shivamogga,16,0
2019,Tumakuru,27,0
2019,U.K.P.N. PURA#,73,0
2019,Udupi,153,0
2019,Uttara Kannada,14,0
2019,Vijayapura,15,0
2019,Yadgir,13,0
2019,Alappuzha,13,0
2019,Ernakulam,75,0
2019,Idukki,11,0
2019,Kannur,62,0
2019,Kasaragod,70,0
2019,Kollam,40,0
2019,Kottayam,41,0
2019,Kozhikode,79,0
2019,Malappuram,66,0
2019,Palakkad,29,0
2019,Pathanamthitta,35,0
2019,Thiruvananthapuram,44,0
2019,Thrissur,76,0
2019,Wayanad,15,0
2019,Lakshadweep District,11,0
2019,Agar Malwa,19,0
2019,Alirajpur,83,0
2019,Anuppur,311,0
2019,Ashoknagar,206,0
2019,Balaghat,156,1
2019,Barwani,32,0
2019,Betul,86,0
2019,Bhind,261,0
2019,Bhopal,117,0
2019,Burhanpur,13,0
2019,Chhatarpur,61,0
2019,Chhindwara,565,0
2019,Damoh,78,0
2019,Datia,313,0
2019,Dewas,38,0
2019,Dhar,263,0
2019,Dindori,80,0
2019,East Nimar,42,0
2019,Guna,288,0
2019,Gwalior,169,0
2019,Harda,15,0
2019,Indore,32,0
2019,Jabalpur,94,0
2019,Jhabua,355,0
2019,Katni,265,0
2019,Khargone,79,0
2019,Mandla,196,0
2019,Mandsaur,53,0
2019,Morena,335,0
2019,Narmadapuram,89,0
2019,Narsinghpur,86,0
2019,Neemuch,170,0
2019,Panna,357,0
2019,Raisen,137,0
2019,Rajgarh,181,0
2019,Ratlam,269,0
2019,Rewa,767,0
2019,Sagar,130,0
2019,Satna,891,0
2019,Sehore,113,2
2019,Seoni,102,0
2019,Shahdol,192,0
2019,Shajapur,30,0
2019,Sheopur,3327,0
2019,Shivpuri,385,0
2019,Sidhi,610,0
2019,Singrauli,960,0
2019,Tikamgarh,198,0
2019,Ujjain,29,0
2019,Umaria,351,0
2019,Vidisha,168,0
2019,Ahmednagar,2,0
2019,Akola,11,0
2019,Amravati,31,0
2019,Aurangabad,1,0
2019,Beed,0,0
2019,Bhandara,7,0
2019,Buldhana,13,0
2019,Chandrapur,52,1
2019,Dhule,8,0
2019,Gadchiroli,2428,1
2019,Gondia,224,3
2019,Hingoli,1,0
2019,Jalgaon,4,0
2019,Jalna,3,0
2019,Kolhapur,27,0
2019,Latur,3,0
2019,Mumbai,4357,0
2019,Nagpur,10,1
2019,Nagpur MC#,2,0
2019,Nanded,3,0
2019,Nandurbar,26,0
2019,Nashik,6,0
2019,Osmanabad,2,0
2019,Palghar,144,0
2019,Parbhani,2,0
2019,Pune,23,0
2019,Pune MC#,0,0
2019,Raigad,229,0
2019,Ratnagiri,66,0
2019,Sangli,16,0
2019,Satara,44,0
2019,Sindhudurg,39,1
2019,Solapur,9,0
2019,Thane,1056,0
2019,Wardha,4,0
2019,Washim,5,0
2019,Yavatmal,8,0
2020,Bishnupur,0,0
2020,Chandel,1,0
2020,Churachandpur,3,0
2020,Imphal East,1,0
2020,Imphal Urban#,0,0
2020,Imphal West,1,0
2020,Jiribam,1,0
2020,Kangpokpi,2,0
2020,Senapati,2,0
2020,Tamenglong,1,0
2020,Tengnoupal,1,0
2020,Thoubal,1,0
2020,Ukhrul,2,0
2020,East Garo Hills,637,1
2020,East Jaintia Hills,185,0
2020,East Khasi Hills,29,0
2020,Ri Bhoi,14,0
2020,South Garo Hills,1264,2
2020,West Garo Hills,316,0
2020,West Khasi Hills,170,1
2020,Aizawl,37,1
2020,Aizawl West#,53,0
2020,Champhai,19,1
2020,Kolasib,24,0
2020,Lawngtlai,3780,3
2020,Lunglei,2430,3
2020,Mamit,1903,0
2020,Saiha,279,0
2020,Serchhip,18,0
2020,Mon,1,0
2020,Dimapur,2,0
2020,Kiphire,4,0
2020,Kohima,1,0
2020,Longleng,0,0
2020,Mokokchung,0,0
2020,Peren,1,0
2020,Phek,0,0
2020,Tuensang,4,0
2020,UVBDS Dimapur#,0,0
2020,Wokha,6,0
2020,Zunheboto,1,0
2020,Anugul,86,0
2020,Balangir,346,0
2020,Baleshwar,25,0
2020,Bargarh,617,1
2020,Bhadrak,44,0
2020,Boudh,133,0
2020,Cuttack,31,0
2020,Deogarh,47,0
2020,Dhenkanal,89,0
2020,Gajapati,1252,0
2020,Ganjam,3390,0
2020,Jagatsinghapur,18,0
2020,Jajapur,105,0
2020,Jharsuguda,142,0
2020,Kalahandi,6012,0
2020,Kandhamal,2978,1
2020,Kendrapara,22,0
2020,Kendujhar,453,1
2020,Khordha,150,0
2020,Koraput,4619,0
2020,Malkangiri,8690,0
2020,Mayurbhanj,492,0
2020,Nabarangpur,1512,1
2020,Nayagarh,241,0
2020,Nuapada,230,1
2020,Puri,71,0
2020,Rayagada,5719,0
2020,Sambalpur,133,0
2020,Sonepur,141,0
2020,Sundargarh,1768,4
2020,Karaikal,5,0
2020,Mahe,0,0
2020,Pondicherry,14,0
2020,Yanam,2,0
2020,Amritsar,3,0
2020,Barnala,6,0
2020,Bathinda,160,0
2020,Faridkot,35,0
2020,Fatehgarh Sahib,11,0
2020,Fazilka,28,0
2020,Ferozepur,10,0
2020,Gurdaspur,27,0
2020,Hoshiarpur,309,0
2020,Jalandhar,7,0
2020,Kapurthala,2,0
2020,Ludhiana,27,0
2020,Mansa,260,0
2020,Moga,3,0
2020,Pathankot,7,0
2020,Patiala,16,0
2020,Rupnagar,10,0
2020,S.A.S Nagar,10,0
2020,Sangrur,7,0
2020,Shahid Bhagat Singh Nagar,162,0
2020,Sri Muktsar Sahib,35,0
2020,Tarn taran,4,0
2020,Ajmer,20,0
2020,Alwar,90,0
2020,Banswara,138,0
2020,Baran,107,0
2020,Barmer,191,0
2020,Bharatpur,85,0
2020,Bhilwara,59,0
2020,Bikaner,39,1
2020,Bundi,41,0
2020,Chittorgarh,149,0
2020,Churu,57,0
2020,Dausa,14,0
2020,Dholpur,15,0
2020,Dungarpur,120,0
2020,Ganganagar,15,0
2020,Hanumangarh,34,0
2020,Jaipur,80,0
2020,Jaisalmer,311,0
2020,Jalore,48,0
2020,Jhalawar,29,0
2020,Jhunjhunu,15,0
2020,Jodhpur,141,0
2020,Karauli,20,0
2020,Kota,98,0
2020,Nagaur,73,0
2020,Pali,208,0
2020,Pratapgarh,160,0
2020,Rajsamand,145,0
2020,Sawai Madhopur,23,0
2020,Sikar,12,0
2020,Sirohi,69,0
2020,Tonk,20,0
2020,Udaipur,795,0
2020,Gangtok,4,0
2020,Gyalshing,2,0
2020,Mangan,0,0
2020,Namchi,1,0
2020,Aranthangi#,0,0
2020,Ariyalur,0,0
2020,Chengalpattu,67,0
2020,Chennai,1452,0
2020,Cheyyar#,10,0
2020,Coimbatore,38,0
2020,Cuddalore,4,0
2020,Dharmapuri,9,0
2020,Dindigul,12,0
2020,Erode,5,0
2020,Kallakurichi,2,0
2020,Kanchipuram,13,0
2020,Kanniyakumari,52,0
2020,Karur,5,0
2020,Kovilpatti#,2,0
2020,Krishnagiri,2,0
2020,Madurai,16,0
2020,Nagapattinam,8,0
2020,Namakkal,6,0
2020,Palani#,1,0
2020,Paramakudi#,11,0
2020,Perambalur,1,0
2020,Poonamallee#,6,0
2020,Pudukkottai,1,0
2020,Ramanathapuram,40,0
2020,Salem,27,0
2020,Sivaganga,2,0
2020,Sivakasi#,1,0
2020,Tenkasi,5,0
2020,Thanjavur,11,0
2020,The Nilgiris,0,0
2020,Theni,11,0
2020,Thiruvallur,41,0
2020,Thiruvarur,3,0
2020,Tiruchirappalli,46,0
2020,Tirunelveli,3,0
2020,Tirupathur,1,0
2020,Tiruppur,0,0
2020,Tiruvannamalai,63,0
2020,Tuticorin,21,0
2020,Vellore,77,0
2020,Villupuram,5,0
2020,Virudhunagar,8,0
2020,Adilabad,1,0
2020,Bhadradri Kothagudem,604,0
2020,Hanumakonda,9,0
2020,Hyderabad,305,0
2020,Jagitial,5,0
2020,Jangoan,6,0
2020,"Jayashankar
Bhupalapally",18,0
2020,Jogulamba Gadwal,0,0
2020,Kamareddy,7,0
2020,Karimnagar,5,0
2020,Khammam,5,0
2020,Kumuram Bheem Asifabad,100,0
2020,Mahabubabad,33,0
2020,Mahabubnagar,5,0
2020,Mancherial,2,0
2020,Medak,13,0
2020,Medchal Malkajgiri,76,0
2020,Mulugu,315,0
2020,Nagarkurnool,7,0
2020,Nalgonda,0,0
2020,Narayanpet,3,0
2020,Nirmal,1,0
2020,Nizamabad,30,0
2020,Peddapalli,4,0
2020,Rajanna Sircilla,1,0
2020,Ranga Reddy,58,0
2020,Sangareddy,48,0
2020,Siddipet,4,0
2020,Suryapet,5,0
2020,Vikarabad,9,0
2020,Wanaparthy,15,0
2020,Warangal,16,0
2020,Yadadri Bhuvanagiri,1,0
2020,Dhalai,3453,1
2020,Gomati,2841,0
2020,Khowai,589,0
2020,North Tripura,1338,0
2020,Sepahijala,25,0
2020,South Tripura,3887,0
2020,Unakoti,196,0
2020,West Tripura,108,0
2020,Agra,81,0
2020,Aligarh,787,0
2020,Ambedkar Nagar,11,0
2020,Amethi,47,0
2020,Amroha,204,0
2020,Auraiya,687,0
2020,Ayodhya,26,0
2020,Azamgarh,28,0
2020,Baghpat,43,0
2020,Bahraich,17,0
2020,Ballia,0,0
2020,Balrampur,4,0
2020,Banda,334,0
2020,Barabanki,39,0
2020,Bareilly,46717,0
2020,Basti,7,0
2020,Bhadohi,399,0
2020,Bijnor,310,0
2020,Budaun,20339,0
2020,Bulandshahr,252,0
2020,Chandauli,35,0
2020,Chitrakoot,332,0
2020,Deoria,9,0
2020,Etah,538,0
2020,Etawah,101,0
2020,Farrukhabad,923,0
2020,Fatehpur,515,0
2020,Firozabad,103,0
2020,Gautam Buddha Nagar,424,0
2020,Ghaziabad,179,0
2020,Ghazipur,14,0
2020,Gonda,27,0
2020,Gorakhpur,10,0
2020,Hamirpur,266,0
2020,Hapur,227,0
2020,Hardoi,2604,0
2020,Hathras,144,0
2020,Jalaun,119,0
2020,Jaunpur,56,0
2020,Jhansi,152,0
2020,Kannauj,469,0
2020,Kanpur Dehat,646,0
2020,Kanpur Nagar,426,0
2020,Kasganj,756,0
2020,Kaushambi,94,0
2020,Kheri,209,0
2020,Kushi Nagar,118,0
2020,Lalitpur,106,0
2020,Lucknow,146,0
2020,Maharajganj,13,0
2020,Mahoba,48,0
2020,Mainpuri,154,0
2020,Mathura,69,0
2020,Mau,11,0
2020,Meerut,58,0
2020,Mirzapur,1940,0
2020,Moradabad,477,0
2020,Muzaffarnagar,97,0
2020,Pilibhit,659,0
2020,Pratapgarh,49,0
2020,Prayagraj,1578,0
2020,Rae Bareli,13,0
2020,Rampur,291,0
2020,Saharanpur,194,0
2020,Sambhal,290,0
2020,Sant Kabeer Nagar,11,0
2020,Shahjahanpur,883,0
2020,Shamli,97,0
2020,Shravasti,10,0
2020,Siddharth Nagar,179,0
2020,Sitapur,1264,0
2020,Sonbhadra,3689,0
2020,Sultanpur,243,0
2020,Unnao,42,0
2020,Varanasi,293,0
2020,Almora,0,0
2020,Bageshwar,0,0
2020,Chamoli,0,0
2020,Champawat,53,0
2020,Dehradun,34,0
2020,Haridwar,63,0
2020,Nainital,96,0
2020,Pauri Garhwal,22,0
2020,Pithoragarh,0,0
2020,Rudra Prayag,0,0
2020,Tehri Garhwal,4,0
2020,Udam Singh Nagar,24,0
2020,Uttar Kashi,0,0
2020,24 Paraganas North,307,1
2020,24 Paraganas South,757,0
2020,Alipurduar,444,0
2020,Bankura,227,0
2020,Basirhat HD#,166,1
2020,Birbhum,68,0
2020,Bishnupur HD#,77,0
2020,Coochbehar,25,0
2020,Darjeeling,14,0
2020,Diamond Harbour HD#,316,1
2020,Dinajpur Dakshin,79,0
2020,Dinajpur Uttar,60,0
2020,Hooghly,162,0
2020,Howrah,844,0
2020,Jalpaiguri,33,0
2020,Jhargram,138,0
2020,Kalimpong,0,0
2020,Kolkata,18593,1
2020,Maldah,422,0
2020,Medinipur East,180,0
2020,Medinipur West,112,0
2020,Murshidabad,1097,1
2020,Nadia,335,0
2020,Nandigram HD#,56,0
2020,Paschim Bardhaman,14,0
2020,Purba Bardhaman,115,0
2020,Purulia,332,1
2020,Pvt. Hospital & Others#,879,0
2020,Rampurhat HD#,76,0
2020,Nicobars,74,1
2020,"North And Middle
Andaman",3,0
2020,South Andamans,8,1
2020,Anantapur,41,0
2020,Chittoor,3,0
2020,East Godavari,283,0
2020,Guntur,25,0
2020,Krishna,21,0
2020,Kurnool,32,0
2020,Prakasam,34,0
2020,SPSR Nellore,11,0
2020,Srikakulam,34,0
2020,Visakhapatanam,1260,0
2020,Vizianagaram,120,0
2020,West Godavari,133,0
2020,Y.S.R.,30,0
2020,Anjaw,1,0
2020,Changlang,3,0
2020,Dibang Valley,0,0
2020,East Kameng,0,0
2020,East Siang,2,0
2020,Kra Daadi,0,0
2020,Kurung Kumey,2,0
2020,Lohit,7,0
2020,Longding,0,0
2020,Lower Dibang Valley,0,0
2020,Lower Siang,1,0
2020,Lower Subansiri,1,0
2020,Namsai,7,0
2020,Papum Pare,3,0
2020,Siang,2,0
2020,Tawang,0,0
2020,Tirap,1,0
2020,Upper Siang,0,0
2020,Upper Subansiri,1,0
2020,West Kameng,0,0
2020,West Siang,2,0
2020,Baksa,8,0
2020,Barpeta,1,0
2020,Bongaigaon,3,0
2020,Cachar,15,0
2020,Chirang,52,0
2020,Darrang,6,0
2020,Dhemaji,4,0
2020,Dhubri,13,1
2020,Dibrugarh,0,0
2020,Dima Hasao,69,1
2020,Goalpara,15,0
2020,Golaghat,4,0
2020,Hailakandi,4,0
2020,Jorhat,3,0
2020,Kamrup,18,0
2020,Kamrup Metro,6,0
2020,Karbi Anglong,26,0
2020,Karimganj,4,0
2020,Kokrajhar,109,0
2020,Lakhimpur,1,0
2020,Marigaon,10,0
2020,Nagaon,11,0
2020,Nalbari,2,0
2020,Sivasagar,2,0
2020,Sonitpur,2,0
2020,Tinsukia,6,0
2020,Udalguri,90,0
2020,Araria,1,0
2020,Arwal,11,0
2020,Aurangabad,16,0
2020,Banka,2,0
2020,Begusarai,2,0
2020,Bhagalpur,3,0
2020,Bhojpur,0,0
2020,Buxar,2,0
2020,Darbhanga,0,0
2020,Gaya,2,0
2020,Gopalganj,3,0
2020,Jamui,18,0
2020,Jehanabad,1,0
2020,Kaimur (Bhabua),253,0
2020,Katihar,0,0
2020,Khagaria,1,0
2020,Kishanganj,4,0
2020,Lakhisarai,13,0
2020,Madhepura,0,0
2020,Madhubani,18,0
2020,Munger,2,0
2020,Muzaffarpur,1,0
2020,Nalanda,0,0
2020,Nawada,69,0
2020,Pashchim Champaran,1,0
2020,Patna,0,0
2020,Purbi Champaran,2,0
2020,Purnia,24,0
2020,Rohtas,66,0
2020,Saharsa,0,0
2020,Samastipur,0,0
2020,Saran,0,0
2020,Sheikhpura,0,0
2020,Sheohar,0,0
2020,Sitamarhi,0,0
2020,Siwan,0,0
2020,Supaul,1,0
2020,Vaishali,2,0
2020,Chandigarh,7,0
2020,Balod,356,6
2020,Baloda Bazar,184,0
2020,Balrampur,444,0
2020,Bastar,4812,6
2020,Bemetara,5,0
2020,Bijapur,6988,2
2020,Bilaspur,60,0
2020,Dantewada,6734,8
2020,Dhamtari,627,0
2020,Durg,159,0
2020,Gariyaband,841,0
2020,"Gaurella Pendra
Marwahi",187,0
2020,Janjgir-Champa,63,1
2020,Jashpur,966,0
2020,Kabirdham,136,0
2020,Kanker,2458,1
2020,Kondagaon,2828,2
2020,Korba,308,0
2020,Korea,303,0
2020,Mahasamund,190,1
2020,Mungeli,57,0
2020,Narayanpur,2840,1
2020,Raigarh,363,0
2020,Raipur,13,0
2020,RajnandGaon,710,0
2020,Sukma,3776,6
2020,Surajpur,76,0
2020,Surguja,183,0
2020,New Delhi,135,1
2020,North Goa,80,0
2020,South Goa,22,0
2020,Ahmadabad,20,0
2020,Ahmadabad MC#,130,0
2020,Amreli,33,0
2020,Anand,151,0
2020,Arvalli,20,0
2020,Banas kantha,91,0
2020,Bharuch,67,0
2020,Bhavnagar,58,0
2020,Bhavnagar MC#,14,0
2020,Botad,49,0
2020,Chhotaudepur,96,0
2020,Dang,438,1
2020,Devbhumi Dwarka,16,0
2020,Dohad,65,0
2020,Gandhinagar,11,0
2020,Gandhinagar MC#,697,0
2020,Gir Somnath,75,0
2020,Jamnagar,277,0
2020,Jamnagar MC#,27,0
2020,Junagadh,148,0
2020,Junagadh MC#,108,0
2020,Kachchh,36,0
2020,Kheda,663,0
2020,Mahesana,119,0
2020,Mahisagar,39,0
2020,Morbi,120,0
2020,Narmada,70,0
2020,Navsari,170,0
2020,Panch Mahals,35,0
2020,Patan,79,0
2020,Porbandar,38,0
2020,Rajkot,28,0
2020,Rajkot MC#,29,0
2020,Sabar kantha,44,0
2020,Surat,143,0
2020,Surat MC#,409,0
2020,Surendranagar,28,0
2020,Tapi,12,0
2020,Vadodara,48,0
2020,Vadodara MC#,62,0
2020,Valsad,8,0
2020,Ambala,0,0
2020,Bhiwani,1,0
2020,Charki Dadri,2,0
2020,Faridabad,9,0
2020,Fatehabad,0,0
2020,Gurugram,4,0
2020,Hisar,2,0
2020,Jhajjar,11,0
2020,Jind,0,0
2020,Kaithal,0,0
2020,Karnal,2,0
2020,Kurukshetra,2,0
2020,Mahendragarh,0,0
2020,Nuh,24,0
2020,Palwal,33,0
2020,Panchkula,0,0
2020,Panipat,1,0
2020,Rewari,2,0
2020,Rohtak,6,0
2020,Sirsa,8,0
2020,Sonipat,1,0
2020,Yamunanagar,3,0
2020,Bilaspur,0,0
2020,Chamba,0,0
2020,Hamirpur,26,0
2020,Kangra,2,0
2020,Kinnaur,0,0
2020,Kullu,0,0
2020,Lahul And Spiti,0,0
2020,Mandi,0,0
2020,Shimla,0,0
2020,Sirmaur,4,0
2020,Solan,2,0
2020,Una,0,0
2020,Baramulla,0,0
2020,Doda,0,0
2020,Jammu,1,0
2020,Kathua,16,0
2020,Kishtwar,0,0
2020,Poonch,8,0
2020,Rajouri,5,0
2020,Ramban,0,0
2020,Reasi,2,0
2020,Samba,0,0
2020,Udhampur,3,0
2020,UMCP Jammu#,2,0
2020,Bokaro,283,0
2020,Chatra,173,0
2020,Deoghar,1,0
2020,Dhanbad,31,0
2020,Dumka,2,0
2020,East Singhbum,892,2
2020,Garhwa,946,0
2020,Giridih,464,1
2020,Godda,584,0
2020,Gumla,174,0
2020,Hazaribagh,210,0
2020,Jamtara,16,0
2020,Khunti,670,0
2020,Koderma,113,0
2020,Latehar,980,0
2020,Lohardaga,69,0
2020,Pakur,301,2
2020,Palamu,425,0
2020,Ramgarh,35,0
2020,Ranchi,143,0
2020,Sahebganj,57,0
2020,Saraikela Kharsawan,653,0
2020,Simdega,187,0
2020,West Singhbhum,9244,3
2020,A.M.U. Almatti#,1,0
2020,A.M.U. B. Gudi#,0,0
2020,A.M.U. Kembhavi#,0,0
2020,Bagalkote,5,0
2020,Ballari,7,0
2020,Belagavi,1,0
2020,Bengaluru Rural,3,0
2020,Bengaluru Urban,2,0
2020,Bidar,3,0
2020,Chamarajanagara,1,0
2020,ChikkaBallaPura,3,0
2020,Chikkamagaluru,4,0
2020,Chitradurga,3,0
2020,Dakshina Kannada,1397,0
2020,Davangere,4,0
2020,Dharwad,8,0
2020,Gadag,5,0
2020,Hassan,3,1
2020,Haveri,5,0
2020,Kalaburagi,7,0
2020,Kodagu,0,0
2020,Kolar,0,0
2020,Koppal,2,0
2020,Mandya,0,0
2020,Mysuru,0,0
2020,Raichur,10,0
2020,Ramanagara,3,0
2020,Shivamogga,5,0
2020,Tumakuru,6,0
2020,U.K.P.N. PURA#,38,0
2020,Udupi,164,0
2020,Uttara Kannada,6,0
2020,Vijayapura,2,0
2020,Yadgir,3,0
2020,Alappuzha,10,0
2020,Ernakulam,34,0
2020,Idukki,19,0
2020,Kannur,15,0
2020,Kasaragod,31,0
2020,Kollam,17,1
2020,Kottayam,13,0
2020,Kozhikode,19,0
2020,Malappuram,27,0
2020,Palakkad,15,0
2020,Pathanamthitta,6,0
2020,Thiruvananthapuram,23,0
2020,Thrissur,33,0
2020,Wayanad,6,0
2020,Kargil,0,0
2020,Leh Ladakh,0,0
2020,Lakshadweep District,6,0
2020,Agar Malwa,3,0
2020,Alirajpur,43,0
2020,Anuppur,73,0
2020,Ashoknagar,99,0
2020,Balaghat,2794,1
2020,Barwani,9,0
2020,Betul,19,0
2020,Bhind,52,0
2020,Bhopal,18,0
2020,Burhanpur,13,0
2020,Chhatarpur,36,0
2020,Chhindwara,233,0
2020,Damoh,35,0
2020,Datia,74,0
2020,Dewas,6,0
2020,Dhar,218,0
2020,Dindori,30,0
